train_rirs,eval_rirs,model,speech,noise,rir,noisy_snr,dnsmos_ovrl_e,dnsmos_sig_e,dnsmos_bak_e,dnsmos_p808_e,squim_mos_e,squim_stoi_e,squim_pesq_e,squim_sisdr_e,nisqa_mos_e,nisqa_noi_e,nisqa_dis_e,nisqa_col_e,nisqa_loud_e,stoi_n,dnsmos_ovrl_n,dnsmos_sig_n,dnsmos_bak_n,dnsmos_p808_n,squim_mos_n,squim_stoi_n,squim_pesq_n,squim_sisdr_n,nisqa_mos_n,nisqa_noi_n,nisqa_dis_n,nisqa_col_n,nisqa_loud_n,dnsmos_ovrl_i,dnsmos_sig_i,dnsmos_bak_i,dnsmos_p808_i,squim_mos_i,squim_stoi_i,squim_pesq_i,squim_sisdr_i,nisqa_mos_i,nisqa_noi_i,nisqa_dis_i,nisqa_col_i,nisqa_loud_i
DNS5,none_headset,D00_DNS5,Track1_Headset/noisy/A593NTVU7Y8PE_M_Baby_Regular_HS_Desk_Primary_fid28.wav,,,,3.2029271969931847,3.4427108166116898,4.168604333249628,3.5519836,3.6274399757385254,0.8226551413536072,1.6746366024017334,9.353572845458984,2.9652464389801025,3.5615320205688477,3.8624637126922607,2.802483320236206,3.3976681232452393,,1.4595521320117595,2.5998163547723294,1.3813226818575384,2.7544274,3.3300788402557373,0.659368634223938,1.1416608095169067,-4.979717254638672,1.8363603353500366,1.8594999313354492,3.7419931888580322,2.5531980991363525,3.037168264389038,1.7433750649814252,0.8428944618393603,2.7872816513920897,0.79755616,0.2973611354827881,0.1632865071296692,0.5329757928848267,14.333290100097656,1.128886103630066,1.7020320892333984,0.12047052383422852,0.24928522109985352,0.36049985885620117
DNS5,none_headset,D00_DNS5,Track1_Headset/noisy/A593NTVU7Y8PE_M_Baby_Regular_HS_Desk_Primary_fid29.wav,,,,3.2151021025605,3.4781475197202845,4.130342198563521,3.4763358,3.2711191177368164,0.8925768136978149,1.9080569744110107,9.66236400604248,3.6190292835235596,4.179052829742432,3.9049863815307617,3.249229669570923,4.107325077056885,,1.91534429827706,3.3301639317545026,1.6382080706750284,3.0188692,4.236137390136719,0.7651785612106323,1.1442009210586548,-2.762608289718628,2.186776638031006,2.745352029800415,3.970433473587036,2.596611261367798,3.1695821285247803,1.29975780428344,0.14798358796578182,2.4921341278884928,0.4574666,-0.9650182723999023,0.12739825248718262,0.763856053352356,12.424972295761108,1.4322526454925537,1.4337007999420166,-0.06544709205627441,0.652618408203125,0.9377429485321045
DNS5,none_headset,D00_DNS5,Track1_Headset/noisy/A593NTVU7Y8PE_M_Baby_Regular_HS_Desk_Primary_fid30.wav,,,,3.1691601898915773,3.435204425210769,4.113688209838661,3.2830572,3.380415439605713,0.8454490303993225,1.9874908924102783,8.372143745422363,3.317559003829956,3.915592670440674,4.116750240325928,3.27201247215271,3.778958320617676,,2.15940568288163,3.4849827174087586,2.0106979704413854,2.814895,4.091916084289551,0.7498168349266052,1.1171540021896362,-2.3337411880493164,2.0523786544799805,2.0921969413757324,4.0439534187316895,2.800215005874634,3.1902854442596436,1.0097545070099474,-0.04977829219798968,2.1029902393972755,0.4681623,-0.7115006446838379,0.09563219547271729,0.8703368902206421,10.70588493347168,1.2651803493499756,1.8233957290649414,0.07279682159423828,0.47179746627807617,0.5886728763580322
DNS5,none_headset,D00_DNS5,Track1_Headset/noisy/A593NTVU7Y8PE_M_Car_Regular_HS_Desk_Primary_fid10.wav,,,,3.278172015837219,3.5035201750659595,4.153356028043114,3.7392113,3.5355114936828613,0.838722825050354,1.6435484886169434,6.989314556121826,3.3450963497161865,3.865216016769409,3.981693983078003,3.2867023944854736,3.792638063430786,,2.3574329051604526,3.5410479613328976,2.4569503560567165,2.8605154,4.533430099487305,0.8215024471282959,1.242262601852417,6.051691055297852,2.2465412616729736,1.7007472515106201,4.24387264251709,3.4496278762817383,3.2753217220306396,0.9207391106767666,-0.03752778626693809,1.6964056719863976,0.87869596,-0.9979186058044434,0.017220377922058105,0.40128588676452637,0.9376235008239746,1.098555088043213,2.164468765258789,-0.2621786594390869,-0.16292548179626465,0.5173163414001465
DNS5,none_headset,D00_DNS5,Track1_Headset/noisy/A593NTVU7Y8PE_M_Car_Regular_HS_Desk_Primary_fid11.wav,,,,3.265744499047209,3.5029001204349592,4.167501241791087,3.7012243,3.653778553009033,0.8583278656005859,1.3947803974151611,5.315674781799316,4.029481410980225,4.209469318389893,4.322226524353027,3.8262062072753906,4.124179363250732,,1.5004966718425437,2.3967961318589133,1.4512238541455047,2.628287,4.466217994689941,0.7734305262565613,1.1830047369003296,4.710521221160889,2.234800100326538,1.9151434898376465,4.297090530395508,3.1878719329833984,3.005134344100952,1.7652478272046654,1.106103988576046,2.7162773876455826,1.0729373,-0.8124394416809082,0.08489733934402466,0.21177566051483154,0.6051535606384277,1.7946813106536865,2.294325828552246,0.02513599395751953,0.6383342742919922,1.1190450191497803
DNS5,none_headset,D00_DNS5,Track1_Headset/noisy/A593NTVU7Y8PE_M_Car_Regular_HS_Desk_Primary_fid12.wav,,,,3.138721731334124,3.4073234721748915,4.067957774939462,3.6856923,3.5576539039611816,0.8088538646697998,1.4547187089920044,6.9763665199279785,3.2968523502349854,3.5539588928222656,4.0221357345581055,3.2259867191314697,3.6872215270996094,,1.369554621132802,2.2512875013067264,1.4412785696540444,2.730727,2.743803024291992,0.6822537779808044,1.1221312284469604,1.9965091943740845,1.4731481075286865,1.450062870979309,3.5304858684539795,2.496046304702759,2.4592957496643066,1.7691671102013218,1.1560359708681651,2.6266792052854173,0.95496535,0.8138508796691895,0.12660008668899536,0.33258748054504395,4.979857325553894,1.8237042427062988,2.1038960218429565,0.491649866104126,0.7299404144287109,1.2279257774353027
DNS5,none_headset,D00_DNS5,Track1_Headset/noisy/A593NTVU7Y8PE_M_Copy_Regular_HS_Desk_Primary_fid25.wav,,,,2.9571307248677683,3.2624460840205844,3.920845043763112,3.4384875,3.5402040481567383,0.9175035953521729,2.216918468475342,14.131941795349121,3.700218439102173,3.7674763202667236,3.753298759460449,3.450613498687744,4.1288981437683105,,2.101711083358368,3.3637168107533313,2.0667633156120555,2.9874592,4.18747615814209,0.8629265427589417,1.5271387100219727,10.805062294006348,2.3837320804595947,1.8968455791473389,3.3518972396850586,3.0027387142181396,3.2043187618255615,0.8554196415094002,-0.10127072673274684,1.8540817281510567,0.45102835,-0.6472721099853516,0.0545770525932312,0.6897797584533691,3.3268795013427734,1.3164863586425781,1.8706307411193848,0.4014015197753906,0.4478747844696045,0.924579381942749
DNS5,none_headset,D00_DNS5,Track1_Headset/noisy/A593NTVU7Y8PE_M_Copy_Regular_HS_Desk_Primary_fid26.wav,,,,2.94085482405527,3.1999572934001685,4.0768566940245,3.5988426,3.6167092323303223,0.8801488280296326,1.8836698532104492,12.83366870880127,3.2614145278930664,4.059251308441162,3.4247443675994873,2.8511948585510254,3.5988872051239014,,2.5510238604960325,3.4221398925119675,2.854013599295704,2.8967962,4.401098251342773,0.8301553726196289,1.3559741973876953,9.648463249206543,2.528837203979492,2.0515105724334717,4.027596950531006,3.358715295791626,3.5303473472595215,0.38983096355923763,-0.22218259911179894,1.2228430947287965,0.7020464,-0.7843890190124512,0.04999345541000366,0.5276956558227539,3.1852054595947266,0.7325773239135742,2.0077407360076904,-0.6028525829315186,-0.5075204372406006,0.06853985786437988
DNS5,none_headset,D00_DNS5,Track1_Headset/noisy/A593NTVU7Y8PE_M_Copy_Regular_HS_Desk_Primary_fid27.wav,,,,3.251620566714364,3.47675002427876,4.172655249246427,3.6239967,3.527299642562866,0.9285746812820435,2.4215822219848633,13.553771018981934,3.4641129970550537,3.956531047821045,3.2772490978240967,3.1321282386779785,3.8410696983337402,,2.513671890699641,3.5146329860778414,2.710888142808786,2.8430579,4.324090480804443,0.9065045118331909,1.5824354887008667,11.767152786254883,2.0039327144622803,1.7383400201797485,2.114621877670288,2.3292481899261475,2.9762418270111084,0.7379486760147227,-0.03788296179908146,1.461767106437641,0.78093886,-0.7967908382415771,0.02207016944885254,0.8391467332839966,1.7866182327270508,1.4601802825927734,2.2181910276412964,1.1626272201538086,0.802880048751831,0.8648278713226318
DNS5,none_headset,D00_DNS5,Track1_Headset/noisy/A593NTVU7Y8PE_M_Dish_Regular_HS_Desk_Primary_fid16.wav,,,,3.1137246933265703,3.3677484126576145,4.121120958325498,3.9021416,3.493500232696533,0.9332679510116577,2.201603889465332,10.805135726928711,4.14382266998291,4.362581729888916,4.251613616943359,3.998241424560547,4.336185455322266,,2.5052131414068497,3.4200836726819066,2.7453961103699727,3.036536,3.6167995929718018,0.8947380781173706,1.5963183641433716,9.993720054626465,2.527521848678589,1.9352267980575562,3.494462251663208,2.7354698181152344,3.197873115539551,0.6085115519197206,-0.05233526002429212,1.3757248479555257,0.8656056,-0.12329936027526855,0.03852987289428711,0.6052855253219604,0.8114156723022461,1.6163008213043213,2.42735493183136,0.7571513652801514,1.2627716064453125,1.1383123397827148
